,Barri,Area,Habitacions,Lavabos,Preu,Immobiliaria,ConsumoEtiqueta,ConsumokW,EmisionesEtiqueta,Emisioneskg,Data anunci,Aire_acondicionat,Moblat,Any_construccio,Calefaccio,Transport_public_proper,Llar_de_foc,Obra_nova,Piscina_propia,Plaza_parking,Ascensor,Equipamient_esportiu,Jardi_comunitari,Piscina_comunitaria,Vigilancia,Districte
167,Vila de Gràcia,94,2,1,355000.0,DON CASA,E,153.0,E,28.0,30/03/2022,0,0,1973,0,0,0,0,0,0,1,0,0,0,0,Gracia
168,Les Corts,99,4,2,516000.0,CENTURY 21 SMART POINT,G,999.0,G,999.0,08/04/2022,0,0,1973,0,0,0,0,0,0,1,0,0,0,0,Les Corts
169,Sant Andreu,116,3,2,362000.0,DOLÇA LLAR,G,999.0,G,999.0,14/03/2022,1,0,2008,1,0,0,0,0,0,1,0,0,0,0,Sant Andreu
171,Sant Martí,65,3,1,215000.0,LA CASA AGENCY,G,999.0,G,99.0,25/03/2022,0,0,1964,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
174,Sagrada Família,135,3,2,535000.0,COLIBREE,G,999.0,G,999.0,16/03/2022,0,0,1944,0,0,0,0,0,0,1,0,0,0,0,Eixample
175,La Guineueta,109,3,2,330000.0,DON CASA,G,221.0,G,57.0,22/02/2022,0,0,1974,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
176,Diagonal Mar - La Mar Bella,93,2,2,560000.0,PRIVALORE INMUEBLES SL,E,154.0,E,32.0,23/03/2022,1,0,2002,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
178,Trinitat Nova,65,3,1,149000.0,FINCAS SABADELL,F,202.0,G,52.0,07/04/2022,0,0,1962,0,0,0,0,0,0,1,0,0,0,0,Nou Barris
182,Navas,78,4,1,280000.0,HOMIM,G,244.0,F,51.0,31/03/2022,0,0,1964,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
183,Sarrià,90,3,1,449000.0,GEINBAR,E,151.0,E,27.0,01/03/2022,1,0,1963,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
184,Horta,90,4,2,529000.0,ENTRE SUELOS,G,999.0,G,999.0,05/04/2022,1,0,2006,1,0,0,0,0,0,1,0,0,1,0,Horta Guinardo
185,Vilapicina - Torre Llobeta,58,3,1,169000.0,FINQUES LEMI,E,183.0,E,38.0,31/03/2022,0,0,1963,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
188,Camp de l´Arpa,114,3,3,630000.0,BUSQUETS GALVEZ,G,999.0,G,999.0,31/01/2022,1,0,2022,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
191,El Clot,75,2,2,378000.0,COLIBREE,B,29.0,B,29.0,22/03/2022,1,0,2022,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
194,Sagrada Família,73,3,1,310000.0,hooli HOME,F,219.0,E,37.0,15/02/2022,1,0,1966,1,0,0,0,0,0,1,0,0,0,0,Eixample
195,Raval,48,2,2,159900.0,FINCAS GP,G,263.0,F,52.0,29/03/2022,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,Ciutat Vella
196,Sant Ramon - Maternitat,133,3,3,740000.0,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,E,100.0,E,10.0,06/04/2022,1,0,1969,1,0,0,0,0,0,1,0,0,0,0,Les Corts
197,Bon Pastor,90,3,2,349990.0,SI REAL ESTATE,G,262.0,F,55.0,04/04/2022,0,0,2004,1,0,0,0,0,0,1,0,0,0,0,Sant Andreu
198,El Clot,100,3,2,405000.0,FINQUES RODÉS,G,266.0,E,56.0,04/04/2022,1,0,1998,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
200,Sant Gervasi - Galvany,90,3,2,435000.0,ENGEL & VOELKERS,E,164.0,E,32.0,22/03/2022,1,0,1951,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
202,Sant Ramon - Maternitat,83,4,2,365000.0,LA CASA AGENCY - PUNTO BADAL,E,121.0,D,45.0,06/04/2022,0,0,1977,0,0,0,0,0,1,1,0,0,0,0,Les Corts
203,La Sagrera,65,2,1,189000.0,LA CASA AGENCY,E,132.0,E,32.0,29/03/2022,0,0,1965,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
207,Provençals del Poblenou,81,3,1,258000.0,LA CASA AGENCY,E,112.0,D,19.0,23/03/2022,0,0,1970,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
209,Guinardó,92,3,2,310000.0,COLIBREE,D,110.0,D,23.0,01/04/2022,0,0,1967,0,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
211,Sant Gervasi - Galvany,95,4,2,530000.0,CASAVO,D,103.0,D,21.0,15/03/2022,1,0,1982,0,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
212,Sarrià,105,2,2,645000.0,GEINBAR,E,125.0,E,45.0,07/04/2022,1,1,2001,1,0,0,0,0,1,1,0,0,0,0,Sarria Sant Gervasi
214,Sagrada Família,110,4,1,440000.0,"PUNT SAGRADA FAMILIA, S.L.",F,195.0,E,58.0,05/04/2022,1,1,1920,1,0,0,0,0,0,1,0,0,0,0,Eixample
217,Camp de l´Arpa,96,2,1,530000.0,BUSQUETS GALVEZ,G,999.0,G,999.0,31/01/2022,1,0,2022,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
218,El Coll,70,2,1,180000.0,IMMOMAX,F,213.0,E,45.0,22/03/2022,1,1,1972,1,0,0,0,0,0,1,0,0,0,0,Gracia
220,Glòries El Parc,49,2,2,278000.0,PROYECTO CASA,E,189.0,E,35.0,05/03/2022,1,0,1880,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
222,Prosperitat,48,2,1,119000.0,INMO-GESTIÓN,G,999.0,G,999.0,08/04/2022,0,0,1960,0,0,0,0,0,0,1,0,0,0,0,Nou Barris
223,Sant Gervasi - Galvany,124,3,2,608000.0,FINQUES MARBA,E,132.0,E,27.0,24/03/2022,1,0,1969,1,0,0,0,0,1,1,0,0,0,0,Sarria Sant Gervasi
229,Sagrada Família,70,3,1,249000.0,LA CASA AGENCY,E,132.0,E,32.0,08/04/2022,0,0,1970,0,0,0,0,0,0,1,0,0,0,0,Eixample
230,Gòtic,48,1,1,149500.0,J&J IMMOBLES,G,384.0,G,95.0,02/11/2021,1,1,1850,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
231,Poble Sec,81,2,2,335000.0,EUROFINCAS,G,362.0,G,76.0,31/03/2022,1,1,1900,1,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
232,Congrés - Indians,95,2,1,315000.0,ALL4FLAT,G,999.0,G,999.0,08/04/2022,1,0,2017,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
235,Sant Martí,68,2,1,230000.0,LA CASA AGENCY,E,129.0,E,31.0,11/03/2022,0,0,1966,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
237,Gòtic,87,2,2,440000.0,HOMIM,E,151.0,E,25.0,23/03/2022,1,0,1840,1,0,0,0,0,1,1,0,0,0,0,Ciutat Vella
238,Badal,68,2,1,250000.0,hooli HOME,G,266.0,F,51.0,07/03/2022,0,0,1933,0,0,0,0,0,0,0,0,0,0,0,Sants Montjuic
239,El Clot,158,4,2,530000.0,PatrimoniaPREMIUM,E,123.0,E,26.0,09/02/2022,0,0,1944,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
240,Porta,305,3,2,435000.0,La Casa Agency,E,234.0,E,54.0,08/04/2022,0,0,1971,0,0,0,0,0,0,1,0,0,0,0,Nou Barris
241,Sant Martí,68,3,1,200000.0,LA CASA GRUP,F,999.0,F,999.0,06/04/2022,0,0,1970,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
242,Sants,98,3,2,420000.0,LA CASA AGENCY - PUNTO BADAL,D,121.0,E,45.0,06/04/2022,0,0,1978,1,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
244,Sant Antoni,70,3,1,308000.0,Gallart Real Estate s.l,G,999.0,G,999.0,04/04/2022,0,0,1920,1,0,0,0,0,0,1,0,0,0,0,Eixample
247,La Sagrera,61,2,1,247000.0,DOLÇA LLAR,G,999.0,G,999.0,02/04/2022,1,0,1977,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
250,Esquerra Baixa de l´Eixample,120,4,2,599000.0,DON CASA,C,63.0,C,13.0,08/04/2022,1,0,1988,1,0,0,0,0,0,1,0,0,0,0,Eixample
251,Sant Gervasi - Galvany,190,4,2,745000.0,TORIL MOLLER,G,999.0,G,999.0,07/04/2022,0,0,1957,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
252,Sant Andreu,100,4,2,380000.0,DOLÇA LLAR,G,999.0,G,999.0,02/02/2022,1,0,1964,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
254,Les Corts,94,4,2,500000.0,CENTURY 21 SMART POINT,E,153.0,E,32.0,08/04/2022,1,0,1958,0,0,0,0,0,0,1,0,0,0,0,Les Corts
257,Camp de l´Arpa,117,4,2,426000.0,EUROFINCAS,E,197.0,E,41.0,16/03/2022,0,0,1974,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
259,Besòs - Maresme,77,3,1,169000.0,LA MURALLA,E,214.0,E,44.0,22/03/2022,0,0,1960,1,0,0,0,0,0,1,1,0,0,0,Sant Marti
261,Esquerra Alta de l´Eixample,111,3,2,525000.0,CASAVO,D,82.0,D,17.0,02/04/2022,1,0,1975,0,0,0,0,0,0,1,0,0,0,0,Eixample
262,Sagrada Família,75,3,1,249000.0,LA CASA AGENCY - DIAGONAL MAR REAL ESTATE,E,127.0,E,27.0,07/04/2022,1,0,1970,0,0,0,0,0,0,1,0,0,0,0,Eixample
263,Esquerra Baixa de l´Eixample,140,4,2,590000.0,SIMURBA,G,999.0,G,999.0,08/04/2022,0,0,1997,0,0,0,0,0,0,1,0,0,0,0,Eixample
264,Trinitat Nova,70,3,1,167000.0,NARANJA INMOBILIARIA,G,999.0,G,999.0,16/03/2022,0,0,1955,0,0,0,0,0,0,1,0,0,0,0,Nou Barris
266,Dreta de l´Eixample,186,3,2,890000.0,PREMIUM HOUSES BARCELONA,E,112.0,E,23.0,31/12/2021,1,0,1920,1,0,0,0,0,0,1,0,0,0,0,Eixample
268,Dreta de l´Eixample,92,2,2,753300.0,SAM GRUPO M,E,114.0,E,24.0,21/02/2022,0,0,1936,1,0,0,0,0,0,1,0,0,0,0,Eixample
269,Vila de Gràcia,95,3,2,444000.0,CASAVO,D,100.0,D,21.0,09/04/2022,0,0,1973,0,0,0,0,0,0,1,0,0,0,0,Gracia
270,Taxonera,62,3,1,160000.0,ENTRE SUELOS,E,117.0,E,24.0,05/04/2022,0,0,1980,0,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
271,Taxonera,53,1,1,300000.0,J&J IMMOBLES,D,68.0,C,11.0,02/11/2021,1,1,2016,1,0,0,0,0,0,1,0,0,1,0,Horta Guinardo
274,Raval,77,3,1,200500.0,SIMURBA,E,212.0,E,44.0,19/01/2022,1,0,1850,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
275,Esquerra Baixa de l´Eixample,86,3,1,349000.0,FINCAS GP,G,10.0,G,10.0,06/04/2022,1,0,1969,1,0,0,0,0,0,1,0,0,0,0,Eixample
276,Porta,79,3,2,235000.0,FINCAS LEON  MOLLET,G,250.0,F,52.0,01/04/2022,0,0,1965,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
278,Camp de l´Arpa,97,3,3,440000.0,PRIVALORE INMUEBLES SL,E,122.0,E,26.0,23/03/2022,1,0,1960,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
285,Fort Pienc,114,4,2,560000.0,TRES HABITAT,E,200.0,E,42.0,29/03/2022,1,0,1968,1,0,0,0,0,0,1,0,0,0,0,Eixample
288,Vallcarca - Penitents,117,3,2,639000.0,CHRYSOL VALUE REAL ESTATE,E,211.0,E,41.0,05/04/2022,1,0,1966,1,0,0,0,0,0,1,0,0,0,0,Gracia
289,Sagrada Família,110,3,1,425000.0,"PUNT SAGRADA FAMILIA, S.L.",E,154.0,E,28.0,22/03/2022,0,0,1936,0,0,0,0,0,0,1,0,0,0,0,Eixample
291,Les Corts,111,4,2,585000.0,CAMBRA DE LA PROPIETAT DE BARCELONA,D,89.0,D,18.0,10/02/2022,1,0,2003,1,0,0,0,0,1,1,0,0,0,0,Les Corts
292,Vila de Gràcia,100,3,1,520000.0,PRIVALORE INMUEBLES SL,G,416.0,G,102.0,23/03/2022,1,0,1960,1,0,0,0,0,0,1,0,0,0,0,Gracia
294,Sant Gervasi - Bonanova,152,4,3,795000.0,TORIL MOLLER,D,23.0,E,111.0,08/04/2022,1,0,1980,1,0,0,0,0,1,1,0,0,0,0,Sarria Sant Gervasi
295,Sant Antoni,78,3,2,445000.0,PRIVALORE INMUEBLES SL,F,250.0,F,50.0,23/03/2022,0,0,1972,1,0,0,0,0,0,1,0,0,0,0,Eixample
296,Esquerra Baixa de l´Eixample,176,4,2,875000.0,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,E,157.0,E,33.0,06/04/2022,1,1,1900,1,0,0,0,0,0,1,0,0,0,0,Eixample
298,Putget - Farró,60,1,1,257000.0,GEINBAR,E,224.0,E,36.0,06/04/2022,1,0,1968,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
299,Sant Martí,81,3,1,229000.0,LA CASA GRUP,F,999.0,F,999.0,08/04/2022,0,0,1979,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
300,Fort Pienc,71,3,1,230000.0,"PUNT SAGRADA FAMILIA, S.L.",E,177.0,E,37.0,06/04/2022,0,0,1930,0,0,0,0,0,0,1,0,0,0,0,Eixample
302,Dreta de l´Eixample,195,5,3,1300000.0,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,E,126.0,E,25.0,23/03/2022,0,0,1920,1,0,0,0,0,0,1,0,0,0,0,Eixample
303,Camp d´en Grassot - Gràcia N.,72,2,2,210000.0,LA CASA AGENCY - DIAGONAL MAR REAL ESTATE,E,127.0,E,27.0,22/03/2022,0,0,1932,1,0,0,0,0,0,1,0,0,0,0,Gracia
304,Sant Antoni,104,4,2,499000.0,Grau Serveis Inmobiliaris,E,153.0,E,999.0,18/03/2022,0,0,1977,0,0,0,0,0,0,1,0,0,0,0,Eixample
305,Can Baró,105,3,2,275000.0,VIVANTIAL,E,188.0,E,39.0,01/04/2022,0,0,1982,0,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
306,Sant Genís dels Agudells,95,4,1,254990.0,SI REAL ESTATE,G,248.0,F,52.0,12/03/2022,0,0,1970,1,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
307,Vallvidrera - Tibidabo - Les Planes,122,3,2,549000.0,FINQUES LLEBRENC,E,117.0,D,22.0,09/02/2022,1,0,1992,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
308,Esquerra Baixa de l´Eixample,80,3,1,350000.0,GARLASA TRADE,G,999.0,G,999.0,08/04/2022,0,1,1973,1,0,0,0,0,0,1,0,0,0,0,Eixample
309,Prosperitat,58,3,1,135000.0,INMO-GESTIÓN,E,999.0,E,999.0,08/04/2022,0,0,1960,0,0,0,0,0,0,1,0,0,0,0,Nou Barris
310,Esquerra Alta de l´Eixample,74,4,1,419000.0,J&J IMMOBLES,D,77.0,D,19.0,19/03/2022,0,0,1936,0,0,0,0,0,0,1,0,0,0,0,Eixample
311,Vilapicina - Torre Llobeta,95,3,2,249800.0,MERCAT INMOBILIARI CATALA,E,1.0,E,1.0,08/03/2022,1,0,1958,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
312,Sarrià,70,3,1,310000.0,CHRYSOL VALUE REAL ESTATE,E,205.0,E,43.0,31/03/2022,0,0,1975,0,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
314,Les Corts,85,3,2,370000.0,ANDOR HOME,G,325.0,G,70.0,04/03/2022,0,0,1981,0,0,0,0,0,0,1,0,0,0,0,Les Corts
316,Prosperitat,72,2,1,200000.0,DOLÇA LLAR,G,999.0,G,999.0,22/03/2022,1,0,2007,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
318,Badal,73,3,1,240000.0,OIKOS INMOBILIARIA,G,999.0,G,999.0,15/03/2022,1,0,1968,1,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
320,Les Corts,84,3,2,438000.0,CASAVO,D,999.0,D,999.0,07/04/2022,0,0,1970,0,0,0,0,0,0,1,0,0,0,0,Les Corts
321,Camp de l´Arpa,120,3,2,650000.0,BUSQUETS GALVEZ,G,999.0,G,999.0,31/01/2022,1,0,2022,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
325,Putget - Farró,164,5,2,750000.0,ALTING GRUPO INMOBILIARIO,G,240.0,G,60.0,28/03/2022,1,0,1925,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
326,Camp d´en Grassot - Gràcia N.,91,1,1,229000.0,FINCAS GP,G,999.0,G,999.0,04/03/2022,0,1,1925,0,0,0,0,0,0,0,0,0,0,0,Gracia
329,Sant Gervasi - Galvany,98,3,2,520000.0,Atico/Noramarti,E,102.0,E,21.0,17/02/2022,0,0,1964,0,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
331,Sant Andreu,64,3,1,210000.0,ENGEL & VOELKERS,F,999.0,F,49.0,23/03/2022,0,0,1971,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
344,Taxonera,75,4,1,254000.0,"GONZALEZ MARTINEZ INMUEBLES,SL",G,999.0,G,999.0,07/04/2022,0,0,1980,0,0,0,0,0,0,0,0,0,0,0,Horta Guinardo
345,Les Corts,89,4,2,425000.0,Singular Properties,G,999.0,G,999.0,09/03/2022,1,0,1967,1,0,0,0,0,0,1,0,0,0,0,Les Corts
347,Sagrada Família,98,4,2,595000.0,PRIVALORE INMUEBLES SL,F,250.0,F,50.0,23/03/2022,1,0,1983,1,0,0,0,0,0,1,0,0,0,0,Eixample
348,Sant Ramon - Maternitat,133,4,2,725000.0,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,E,100.0,E,10.0,06/04/2022,1,0,1969,1,0,0,0,0,0,1,0,0,0,0,Les Corts
350,Sants,104,3,2,415000.0,AGENCIA BCN REAL ESTATE,G,251.0,F,53.0,08/04/2022,1,0,1976,1,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
352,Taxonera,94,3,3,315000.0,TORIL MOLLER,D,73.0,D,18.0,05/04/2022,0,0,2004,0,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
355,Sagrada Família,55,2,1,209000.0,"PUNT SAGRADA FAMILIA, S.L.",E,127.0,E,54.0,05/04/2022,0,0,1925,0,0,0,0,0,0,1,0,0,0,0,Eixample
356,Poble Sec,56,2,1,279000.0,ANDOR HOME,E,152.0,E,31.0,06/04/2022,1,0,1929,1,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
357,Sant Gervasi - Galvany,320,5,3,1450000.0,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,E,100.0,E,10.0,11/02/2022,1,0,1978,1,0,0,0,0,1,1,0,0,0,0,Sarria Sant Gervasi
358,Raval,112,3,2,450000.0,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,E,109.0,D,23.0,22/03/2022,1,0,1906,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
361,Sant Antoni,230,2,3,1295000.0,PatrimoniaPREMIUM,G,999.0,G,999.0,01/12/2021,1,0,2004,1,0,0,0,0,0,1,0,0,0,0,Eixample
362,Dreta de l´Eixample,125,3,2,850000.0,URBENORTE CATALUNYA,G,999.0,G,999.0,29/03/2022,1,0,1910,1,0,0,0,0,0,1,0,0,0,0,Eixample
365,Baix Guinardó,78,2,2,270000.0,GAUDI HOUSE,E,105.0,E,31.0,25/02/2022,0,0,1975,0,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
367,Provençals del Poblenou,120,3,2,566000.0,URBENORTE CATALUNYA,G,999.0,G,999.0,08/03/2022,1,0,2007,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
368,Camp de l´Arpa,84,4,1,270000.0,VIVANTIAL,G,275.0,G,71.0,01/04/2022,0,0,1932,0,0,0,0,0,0,1,1,0,0,0,Sant Marti
369,Porta,90,3,1,270000.0,FINQUES BUSINFREU,F,999.0,F,999.0,05/04/2022,1,1,1974,1,0,0,0,0,1,1,0,0,0,0,Nou Barris
370,Esquerra Baixa de l´Eixample,72,3,1,359000.0,"GESTIO INMOBILIARIA TURO, S.L.",G,999.0,G,999.0,08/04/2022,0,1,1926,0,0,0,0,0,0,1,0,0,0,0,Eixample
371,Gòtic,92,2,2,370000.0,REMAX JUMBO MAR,E,148.0,E,27.0,17/03/2022,1,0,1930,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
373,El Clot,100,3,2,405000.0,TANDEM IMMOBILIARIA,G,266.0,F,56.0,05/04/2022,0,0,1998,1,0,0,0,0,1,1,0,0,0,0,Sant Marti
374,Verdun,90,3,1,184000.0,LA CASA GRUP,E,155.0,E,32.0,05/04/2022,0,0,1963,1,0,0,0,0,0,0,0,0,0,0,Nou Barris
376,La Salut,67,3,1,255000.0,CUGATCASAS,G,99.0,G,99.0,06/04/2022,0,0,1966,1,0,0,0,0,0,1,0,0,0,0,Gracia
378,El Coll,100,4,2,225000.0,MATCHOME BARCELONA,G,360.0,G,76.0,05/04/2022,0,0,1981,1,0,0,0,0,0,1,0,0,0,0,Gracia
380,Sagrada Família,90,2,1,360000.0,FINQUES BUSINFREU,D,999.0,E,999.0,05/04/2022,0,0,1949,1,0,0,0,0,0,1,0,0,0,0,Eixample
381,Raval,175,4,3,895000.0,BCN ADVISORS,E,133.0,E,27.0,24/03/2022,1,0,1900,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
382,Sant Gervasi - Galvany,93,2,1,429000.0,"GESTIO INMOBILIARIA TURO, S.L.",G,307.0,F,52.0,28/03/2022,0,1,1951,0,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
383,El Clot,71,3,1,320000.0,MC CONSULTING,G,266.0,F,56.0,16/02/2022,1,0,1969,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
385,La Sagrera,57,2,1,189000.0,LA CASA GRUP,E,125.0,E,25.0,05/03/2022,1,0,1965,1,0,0,0,0,0,1,0,0,0,0,Sant Andreu
387,El Coll,65,2,1,185000.0,FINQUES MARBA,E,166.0,E,29.0,22/03/2022,1,0,1968,0,0,0,0,0,0,0,0,0,0,0,Gracia
388,Esquerra Baixa de l´Eixample,160,4,2,820000.0,CIDEB,E,148.0,E,31.0,18/03/2022,0,0,1962,1,0,0,0,0,1,1,0,0,0,0,Eixample
389,St. Pere - Sta. Caterina - El Born,119,3,1,375000.0,EUROFINCAS,E,122.0,E,30.0,21/03/2022,0,0,1900,0,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
391,Navas,50,3,1,230000.0,LA CASA GRUP,E,999.0,G,999.0,05/03/2022,1,0,1930,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
392,Vall d´Hebron,77,2,1,299000.0,ACBAR REAL ESTATE,G,999.0,G,999.0,09/03/2022,1,0,1992,1,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
393,Dreta de l´Eixample,65,2,1,564600.0,SIMURBA,G,999.0,G,999.0,22/12/2021,1,0,1930,1,0,0,0,0,0,1,0,0,0,0,Eixample
397,Dreta de l´Eixample,104,3,1,460000.0,Guinot Prunera Barcelona,G,999.0,G,999.0,05/04/2022,0,0,1894,0,0,0,0,0,0,1,0,0,0,0,Eixample
405,Camp d´en Grassot - Gràcia N.,72,2,2,210000.0,"PUNT SAGRADA FAMILIA, S.L.",E,127.0,E,54.0,21/03/2022,1,0,1932,1,0,0,0,0,0,1,0,0,0,0,Gracia
406,Montbau,62,2,1,143000.0,GAUDI HOUSE,D,137.0,E,120.0,21/01/2022,0,0,1962,0,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
408,Esquerra Alta de l´Eixample,113,3,2,600000.0,CAMBRA DE LA PROPIETAT DE BARCELONA,E,144.0,E,30.0,22/03/2022,1,0,1985,1,0,0,0,0,0,1,0,0,0,0,Eixample
409,Camp de l´Arpa,84,2,1,296000.0,Guinot Prunera Barcelona,E,167.0,F,43.0,05/04/2022,0,0,1960,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
410,La Bordeta,81,2,2,225000.0,CAMBRA DE LA PROPIETAT DE BARCELONA,D,57.0,D,10.0,23/03/2022,1,0,1983,1,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
411,Esquerra Alta de l´Eixample,113,5,2,490000.0,CIDEB,E,158.0,E,33.0,16/02/2022,0,0,1940,0,0,0,0,0,0,1,0,0,0,0,Eixample
412,St. Pere - Sta. Caterina - El Born,131,2,2,670000.0,Gallart Real Estate s.l,G,999.0,G,999.0,06/04/2022,1,0,2018,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
414,La Bordeta,75,4,1,290000.0,CENTURY 21 SMART POINT,E,190.0,E,37.0,08/04/2022,0,0,1965,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
420,Esquerra Baixa de l´Eixample,72,3,1,359000.0,MATCHOME BARCELONA,E,283.0,G,48.0,01/04/2022,0,0,1926,1,0,0,0,0,0,1,0,0,0,0,Eixample
422,Fort Pienc,90,5,1,350000.0,ANDOR HOME,E,119.0,E,30.0,30/03/2022,0,0,1910,0,0,0,0,0,0,1,0,0,0,0,Eixample
424,Esquerra Baixa de l´Eixample,61,3,1,230000.0,Peraire,E,91.0,E,23.0,08/04/2022,0,0,1910,0,0,0,0,0,0,1,0,0,0,0,Eixample
427,Baix Guinardó,70,3,1,270000.0,La Casa Agency - Punt Sant Pau,E,210.0,E,44.0,15/01/2022,0,0,1973,0,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
432,Esquerra Alta de l´Eixample,140,3,3,720000.0,FINCA REGIA,D,102.0,D,20.0,02/04/2022,1,0,1936,1,0,0,0,0,0,1,0,0,0,0,Eixample
434,Esquerra Baixa de l´Eixample,149,2,3,1200000.0,ALTING GRUPO INMOBILIARIO,D,71.0,D,14.0,03/02/2022,1,0,1886,1,0,0,0,0,0,1,0,0,0,0,Eixample
435,Sant Gervasi - Galvany,189,3,3,675000.0,ENGEL & VOELKERS,D,89.0,D,18.0,22/03/2022,1,0,1964,1,0,0,0,0,1,1,0,0,0,0,Sarria Sant Gervasi
437,Sarrià,70,3,1,310000.0,Grau Serveis Inmobiliaris,E,205.0,E,43.0,10/03/2022,0,0,1975,0,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
438,Poblenou,78,2,2,495000.0,Duran Carasso Barcelona Gestion Inmobiliaria,G,999.0,G,999.0,29/01/2022,1,0,2021,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
439,Hostafrancs,67,3,1,365000.0,Servicios De Intermediación Financiera La Casa Gru,D,250.0,D,21.0,30/03/2022,0,0,2006,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
443,Dreta de l´Eixample,159,4,2,863500.0,SIMURBA,D,90.0,D,17.0,23/02/2022,0,0,1920,0,0,0,0,0,0,1,0,0,0,0,Eixample
455,Fort Pienc,76,4,2,315000.0,CAMBRA DE LA PROPIETAT DE BARCELONA,E,206.0,E,43.0,21/03/2022,0,0,1969,1,0,0,0,0,0,1,0,0,0,0,Eixample
456,Sant Andreu,107,3,2,445000.0,FINQUES CAMPANYÁ,E,123.0,E,24.0,25/03/2022,1,0,2007,1,0,0,0,0,1,1,0,0,0,0,Sant Andreu
